actividad,campo,lote,zona,estadio,servicio,fechaTeorica,mes,tipoInsumo,insumo,unidadMedida,ordenTrabajo,contratista,fechaReal,dosisTeoricas,hectareasTeoricas,dosisReales,hectareasReales,totalAplicado,estado,facturada,fechaFacturacion,responsable,precioUnitario,costoLabor,costoInsumo,empresa,cultivo,categoria,insumoServicio,tipoInsumoServicio,fecha,unidadesDosis,total,socio,puntoStock,numeroOrdenTrabajo,referencia,cateogria_Hacienda,agrupadorCategoriaHacienda,rodeoHacienda,tipoHacienda,cantidadAnimales,negocioHacienda,hsPersonal,hsMaquinarias,iD_IT_Orden_Trabajo,personal,referenciaAsiento,campania,tercero,cantidadResultado,observaciones,descripcion,recursosPersonal,recursosMaquinaria,tipoItem,toneladas,tarifaCatac,cultivoTercero,velocidadAplicacion,velocidadViento,estadoClima,caudal
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,Reparacion de Muro retro excavadora x Hs,2026-07-01T00:00:00,7,,,Horas,3905,Cedrela S.A,,1,0.01,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,74.1434,0,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Reparacion de Muro retro excavadora x Hs,MANT.INFRAESTRUCTURA,2026-07-01T00:00:00,0.01,0.7414,,,,2026 - OT - 3905,,,,,0,,0,0,104750,,,26/27,,0,"Reparación de muro zona Duarte 1
Monto aprobado: 5.814 hs 
Hora total: 89,55 hs
Ejecutado vs Presupuestado: 1970,1 metros
Costo total OT: 40.297.500 gs
Hora unit: 450.000 gs
OT OK",,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,,Logistica tractor x Hs,2026-07-01T00:00:00,7,,,Horas,3906,Agro Continental S.A.,,1,0.01,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,26.3621,0,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Logistica tractor x Hs,OPERATIVOS,2026-07-01T00:00:00,0.01,0.2636,,,,2026 - OT - 3906,,,,,0,,0,0,104751,,,26/27,,,Recorrida general ,,,,Labor Tercero,,,,0,0,,0
ARROZ,LA TERESA,Secadero,CENTRO,,Tractor x Hs bomba lata,2026-07-01T00:00:00,7,,,Horas,3907,Gris Prismelia Portillo Gomez,,1,0.01,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,21.4192,0,0,Desarrollo del Sur SA,LA TERESA Secadero ARROZ 26/27,Servicio,Tractor x Hs bomba lata,CUIDADOS,2026-07-01T00:00:00,0.01,0.2142,,,,2026 - OT - 3907,,,,,0,,0,0,104752,,,26/27,,0,"Desagüe patio silo bolsa
",,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-01T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3915,,2026-07-03T00:00:00,4998,0.01,4998,0.01,49.98,Confirmado,NO,,RAFAEL HEISECKE,1.3421,0,67.1981,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-03T00:00:00,49.98,67.0782,,SURTIDOR CENTRAL,0045252,2026 - OT - 3915,,,,,0,,0,0,105306,Fariña Edilson,2026 - STK - 8820,26/27,,0,Desalijo de karanday - Tr  14 John Deere ,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-01T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3916,,2026-07-01T00:00:00,4190,0.01,4190,0.01,41.9,Confirmado,NO,,RAFAEL HEISECKE,1.3445,0,56.3346,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-01T00:00:00,41.9,56.3346,,SURTIDOR CENTRAL,0045254,2026 - OT - 3916,,,,,0,,0,0,105320,Garay Willian,2026 - STK - 8812,26/27,,0,Logistica recorrida - Tr Case 230,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-01T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3917,,2026-07-03T00:00:00,4817,0.01,4817,0.01,48.17,Confirmado,NO,,RAFAEL HEISECKE,1.3421,0,64.7646,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-03T00:00:00,48.17,64.649,,SURTIDOR CENTRAL,0045255,2026 - OT - 3917,,,,,0,,0,0,105322,Fernando Quintana,2026 - STK - 8819,26/27,,0,Logística recorrida - Tr 07 AC,,,,Insumo,0,0,,0,0,,0
SORGO,LA TERESA,.78B,CENTRO,Preparacion de Suelo,2° Plaina,2026-06-30T00:00:00,6,,,,3897,Agro Continental S.A.,2026-07-02T00:00:00,1,30.35,1,30.35,30.35,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,33,1001.55,0,Desarrollo del Sur SA,LA TERESA .78B SORGO 26/27,Servicio,2° Plaina,PREPARACION DE SUELO,2026-07-02T00:00:00,30.35,1001.55,,,,2026 - OT - 3897,,,,,0,,0,0,103374,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Logistica tractor x Hs,2026-06-30T00:00:00,6,,,Horas,3898,Agro Continental S.A.,2026-07-02T00:00:00,280,0.01,280,0.01,2.8,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,26.2878,73.6058,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Logistica tractor x Hs,OPERATIVOS,2026-07-02T00:00:00,2.8,73.6058,,,,2026 - OT - 3898,,,,,0,,0,0,103375,,,26/27,,0,Recorrida general OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,Arreglo de caminos retropala x Hs,2026-06-30T00:00:00,6,,,Horas,3899,Cedrela S.A,2026-07-03T00:00:00,460,0.01,460,0.01,4.6,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,45.231,208.0626,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Arreglo de caminos retropala x Hs,OPERATIVOS,2026-07-03T00:00:00,4.6,208.0626,,,,2026 - OT - 3899,,,,,0,,0,0,103376,,,26/27,,0,"Drenar poso con água camino principal 
OT OK",,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Corte de tranca retro excavadora x Hs,2026-06-30T00:00:00,6,,,Horas,3900,Cedrela S.A,2026-07-03T00:00:00,110,0.01,110,0.01,1.1,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,74.0144,81.4158,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Corte de tranca retro excavadora x Hs,CUIDADOS,2026-07-03T00:00:00,1.1,81.4158,,,,2026 - OT - 3900,,,,,0,,0,0,103925,,,26/27,,0,"Corte de tranca muro Duarte 1 para salida exceso de agua de lluvia 
OT OK",,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Cerrar tranca retro excavadora x Hs,2026-06-30T00:00:00,6,,,Horas,3901,Cedrela S.A,2026-07-03T00:00:00,670,0.01,670,0.01,6.7,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,74.0144,495.8965,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Cerrar tranca retro excavadora x Hs,CUIDADOS,2026-07-03T00:00:00,6.7,495.8965,,,,2026 - OT - 3901,,,,,0,,0,0,103926,,,26/27,,0,"Cerrar tranca del muro Duarte 1 para no entrar el río 
OT OK",,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-30T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3913,,2026-06-30T00:00:00,4850,0.01,4850,0.01,48.5,Confirmado,NO,,RAFAEL HEISECKE,1.3445,0,65.2083,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-30T00:00:00,48.5,65.2083,,SURTIDOR CENTRAL,0045249,2026 - OT - 3913,,,,,0,,0,0,105291,Fariña Edilson,2026 - STK - 8808,26/27,,0,Desalijo de Karanday - Tr 14 John Deere,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Generador combustible,,2026-06-30T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3914,,2026-07-03T00:00:00,18500,0.01,18500,0.01,185,Confirmado,NO,,RAFAEL HEISECKE,1.3421,0,248.7325,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-03T00:00:00,185,248.2885,,SURTIDOR CENTRAL,0045250,2026 - OT - 3914,,,,,0,,0,0,105293,Romero Ortega Cristhian Diosnel,2026 - STK - 8821,26/27,,0,Abastecer generador silo,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Generador combustible,,2026-06-29T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3911,,2026-06-29T00:00:00,19158,0.01,19158,0.01,191.58,Confirmado,NO,,RAFAEL HEISECKE,1.341,0,256.9088,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-29T00:00:00,191.58,256.9088,,SURTIDOR CENTRAL,0045247,2026 - OT - 3911,,,,,0,,0,0,105285,Britos Galarza Raimundo,2026 - STK - 8806,26/27,,0,Abastecer generador silo,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-29T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3912,,2026-06-29T00:00:00,2100,0.01,2100,0.01,21,Confirmado,NO,,RAFAEL HEISECKE,1.341,0,28.161,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-29T00:00:00,21,28.161,,SURTIDOR CENTRAL,0045248,2026 - OT - 3912,,,,,0,,0,0,105286,Fernando Quintana,2026 - STK - 8807,26/27,,0,Logistica recorrida - Tr 07 AC,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-06-27T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3908,,2026-07-02T00:00:00,33500,0.01,33500,0.01,335,Confirmado,NO,,RAFAEL HEISECKE,1.3407,0,449.235,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-02T00:00:00,335,449.1345,,SURTIDOR CENTRAL,0045244,2026 - OT - 3908,,,,,0,,0,0,105276,Vargas Acosta Diego,2026 - STK - 8803,26/27,,0,Arreglo de camino - Motoniveladora,,,,Insumo,0,0,,0,0,,0
ARROZ,LA TERESA,Secadero,CENTRO,Secadero,,2026-06-27T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3909,,2026-06-27T00:00:00,7041,0.01,7041,0.01,70.41,Confirmado,NO,,RAFAEL HEISECKE,1.341,0,94.4198,Desarrollo del Sur SA,LA TERESA Secadero ARROZ 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-27T00:00:00,70.41,94.4198,,SURTIDOR CENTRAL,0045245,2026 - OT - 3909,,,,,0,,0,0,105277,Fernando Quintana,2026 - STK - 8804,26/27,,0,Desalijo de silo bolsa - Tr 07 AC,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,Reparacion de Muro retro excavadora x Hs,2026-06-26T00:00:00,6,,,Horas,3893,Cedrela S.A,2026-07-08T00:00:00,2520,0.01,2520,0.01,25.2,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,74.0825,1866.879,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Reparacion de Muro retro excavadora x Hs,MANT.INFRAESTRUCTURA,2026-07-08T00:00:00,25.2,1866.879,,,,2026 - OT - 3893,,,,,0,,0,0,103249,,,26/27,,0,"Reparación de muro contra admirable zona Duarte 1
Monto aprobado: 5.814 hs 
Hora total: 25.2 hs
Ejecutado vs Presupuestado: 594 metros
Costo total OT: 11.340.000 gs
Hora unit: 450.000 gs
OT OK",,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-06-26T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3894,,2026-06-26T00:00:00,17300,0.01,17300,0.01,173,Confirmado,NO,,RAFAEL HEISECKE,1.3386,0,231.5778,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-26T00:00:00,173,231.5778,,SURTIDOR CENTRAL,0045239,2026 - OT - 3894,,,,,0,,0,0,103357,Vargas Acosta Diego,2026 - STK - 8798,26/27,,0,Arreglo de camino - Motoniveladora,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-26T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3895,,2026-06-26T00:00:00,4300,0.01,4300,0.01,43,Confirmado,NO,,RAFAEL HEISECKE,1.3386,0,57.5598,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-26T00:00:00,43,57.5598,,SURTIDOR CENTRAL,0045240,2026 - OT - 3895,,,,,0,,0,0,103358,Báez Humberto ,2026 - STK - 8799,26/27,,0,Logistica - D20,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-26T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3896,,2026-06-26T00:00:00,4207,0.01,4207,0.01,42.07,Confirmado,NO,,RAFAEL HEISECKE,1.3386,0,56.3149,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-26T00:00:00,42.07,56.3149,,SURTIDOR CENTRAL,0045241,2026 - OT - 3896,,,,,0,,0,0,103359,Fariña Edilson,2026 - STK - 8800,26/27,,0,Desalijo de karanda`y - Tr 14,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Logistica tractor x Hs,2026-06-25T00:00:00,6,,,Horas,3885,Cedrela S.A,2026-07-02T00:00:00,450,0.01,450,0.01,4.5,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,26.2878,118.2951,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Logistica tractor x Hs,OPERATIVOS,2026-07-02T00:00:00,4.5,118.2951,,,,2026 - OT - 3885,,,,,0,,0,0,103209,,,26/27,,0,Apoio bomba de lata alzar los canios OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-06-25T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3886,,2026-06-25T00:00:00,10011,0.01,10011,0.01,100.11,Confirmado,NO,,RAFAEL HEISECKE,1.3359,0,133.7369,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-25T00:00:00,100.11,133.7369,,SURTIDOR CENTRAL,0045232,2026 - OT - 3886,,,,,0,,0,0,103216,Vargas Acosta Diego,2026 - STK - 8791,26/27,,0,Arreglo de camino - Motoniveladora,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-25T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3887,,2026-06-25T00:00:00,2776,0.01,2776,0.01,27.76,Confirmado,NO,,RAFAEL HEISECKE,1.3359,0,37.0846,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-25T00:00:00,27.76,37.0846,,SURTIDOR CENTRAL,0045233,2026 - OT - 3887,,,,,0,,0,0,103217,Fariña Edilson,2026 - STK - 8792,26/27,,0,Desalijo de Karanda´y - Tr 14,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-25T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3889,,2026-06-25T00:00:00,9330,0.01,9330,0.01,93.3,Confirmado,NO,,RAFAEL HEISECKE,1.3359,0,124.6395,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-25T00:00:00,93.3,124.6395,,SURTIDOR CENTRAL,0045236,2026 - OT - 3889,,,,,0,,0,0,103219,Fariña Edilson,2026 - STK - 8795,26/27,,0,Instalación de bomba de agua en patio de Silo Bolsa - Sany Neumático,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-06-25T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3890,,2026-06-25T00:00:00,20000,0.01,20000,0.01,200,Confirmado,NO,,RAFAEL HEISECKE,1.3359,0,267.18,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-25T00:00:00,200,267.18,,SURTIDOR CENTRAL,0045237,2026 - OT - 3890,,,,,0,,0,0,103226,Vargas Acosta Diego,2026 - STK - 8796,26/27,,0,Arreglo de camino - Motoniveladora,,,,Insumo,0,0,,0,0,,0
ARROZ,LA TERESA,Secadero,CENTRO,Secadero,Fletes,2026-06-25T00:00:00,6,,,Dosis,3891,Agro Continental S.A.,2026-07-02T00:00:00,22107000,0.01,22107000,0.01,221070,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,0.0012,265.284,0,Desarrollo del Sur SA,LA TERESA Secadero ARROZ 26/27,Servicio,Fletes,OPERATIVOS,2026-07-02T00:00:00,221070,265.284,,,,2026 - OT - 3891,,,,,0,,0,0,103245,,,26/27,,0,Acarreo de arroz de silo bolsa a silo aéreo. Zafra 24/25 ( 7gs por kg) OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,Secadero,CENTRO,Secadero,Desalijo Silo Bolsa x Hs,2026-06-25T00:00:00,6,,,Horas,3892,Gris Prismelia Portillo Gomez,2026-07-01T00:00:00,700,0.01,700,0.01,7,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,21.4192,149.9344,0,Desarrollo del Sur SA,LA TERESA Secadero ARROZ 26/27,Servicio,Desalijo Silo Bolsa x Hs,SECADERO,2026-07-01T00:00:00,7,149.9344,,,,2026 - OT - 3892,,,,,0,,0,0,103247,,,26/27,,0,"Desalijo de arroz. Zafra 24/25 (130.000 gs x Hs) OT OK
",,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-24T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3879,,2026-06-24T00:00:00,3300,0.01,3300,0.01,33,Confirmado,NO,,RAFAEL HEISECKE,1.3371,0,44.1243,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-24T00:00:00,33,44.1243,,SURTIDOR CENTRAL,0045224,2026 - OT - 3879,,,,,0,,0,0,102508,Báez Humberto ,2026 - STK - 8779,26/27,,0,Logistica - D20,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-24T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3880,,2026-06-24T00:00:00,3170,0.01,3170,0.01,31.7,Confirmado,NO,,RAFAEL HEISECKE,1.3371,0,42.3861,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-24T00:00:00,31.7,42.3861,,SURTIDOR CENTRAL,0045225,2026 - OT - 3880,,,,,0,,0,0,102509,Fariña Edilson,2026 - STK - 8780,26/27,,0,Desalijo de Karanda´y - Tr 14,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-06-24T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3881,,2026-06-24T00:00:00,26200,0.01,26200,0.01,262,Confirmado,NO,,RAFAEL HEISECKE,1.3371,0,350.3202,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-24T00:00:00,262,350.3202,,SURTIDOR CENTRAL,0045227,2026 - OT - 3881,,,,,0,,0,0,102510,Vargas Acosta Diego,2026 - STK - 8782,26/27,,0,Arreglo de camino con motoniveladora,,,,Insumo,0,0,,0,0,,0
CUIDADOS DE PATIOS VIVIENDA,LA TERESA,Patio vivienda Arrozal,CENTRO,Mantenimientos de infraestructura,Aplicacion de herbicida con mochila,2026-06-24T00:00:00,6,HERBICIDAS,Glifex Full K,Litros,3882,,,2000,0.01,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,4.3501,0,0,Desarrollo del Sur SA,LA TERESA Patio vivienda Arrozal 26/27,Insumo,Glifex Full K,HERBICIDAS,2026-06-24T00:00:00,20,87.002,,DEP INSUMOS,,2026 - OT - 3882,,,,,0,,0,0,102511,,,26/27,,0,,,,,Insumo,0,0,,0,0,,0
CUIDADOS DE PATIOS VIVIENDA,LA TERESA,Patio vivienda Arrozal,CENTRO,Mantenimientos de infraestructura,Aplicacion de herbicida con mochila,2026-06-24T00:00:00,6,,,,3882,,,1,0.01,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,0,0,0,Desarrollo del Sur SA,LA TERESA Patio vivienda Arrozal 26/27,Servicio,Aplicacion de herbicida con mochila,OPERATIVOS,2026-06-24T00:00:00,0.01,0,,,,2026 - OT - 3882,,,,,0,,0,0,102512,,,26/27,,0,,,,,Labor Propia,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-24T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3883,,2026-06-24T00:00:00,3205,0.01,3205,0.01,32.05,Confirmado,NO,,RAFAEL HEISECKE,1.3371,0,42.8541,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-24T00:00:00,32.05,42.8541,,SURTIDOR CENTRAL,0045230,2026 - OT - 3883,,,,,0,,0,0,103061,Colman Palacios Pedro Ramon,2026 - STK - 8786,26/27,,0,Logistica - UAB800,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,Cerrar camino retro excavadora x Hs,2026-06-24T00:00:00,6,,,Horas,3884,Cedrela S.A,2026-07-02T00:00:00,304,0.01,304,0.01,3.04,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,73.9344,224.7606,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Cerrar camino retro excavadora x Hs,CUIDADOS,2026-07-02T00:00:00,3.04,224.7606,,,,2026 - OT - 3884,,,,,0,,0,0,103089,,,26/27,,0,Cerrar camino para Desalijo de carandai OT OK,,,,Labor Tercero,0,0,,0,0,,0
PARCELA SORGO,LA TERESA,PARCELA DE SORGO,CENTRO,Preparacion de Suelo,,2026-06-23T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3876,,2026-06-23T00:00:00,10952,0.01,10952,0.01,109.52,Confirmado,NO,,RAFAEL HEISECKE,1.3391,0,146.6582,Desarrollo del Sur SA,LA TERESA PARCELA DE SORGO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-23T00:00:00,109.52,146.6582,,SURTIDOR CENTRAL,0045220,2026 - OT - 3876,,,,,0,,0,0,102417,Ricardo Roman,2026 - STK - 8775,26/27,,0,"Valeteada por hora en parcela de Sorgo (13,8hs) - Tr 07 AC",,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,Cerrar tranca retro excavadora x Hs,2026-06-23T00:00:00,6,,,Horas,3877,Cedrela S.A,2026-07-02T00:00:00,900,0.01,900,0.01,9,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,73.9344,665.4096,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Cerrar tranca retro excavadora x Hs,CUIDADOS,2026-07-02T00:00:00,9,665.4096,,,,2026 - OT - 3877,,,,,0,,0,0,102506,,,26/27,,0,"Preparar material para cerrar tranca de protección para no entrar la crescente. 
Zona Duarte 2 OT OK",,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-23T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3878,,2026-06-23T00:00:00,7486,0.01,7486,0.01,74.86,Confirmado,NO,,RAFAEL HEISECKE,1.3391,0,100.245,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-23T00:00:00,74.86,100.245,,SURTIDOR CENTRAL,0045223,2026 - OT - 3878,,,,,0,,0,0,102507,Hermosa Baez Fernando Manuel,2026 - STK - 8778,26/27,,0,Logistica - Ford Ranger (86.711 Km),,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-22T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3875,,2026-06-22T00:00:00,3840,0.01,3840,0.01,38.4,Confirmado,NO,,RAFAEL HEISECKE,1.3391,0,51.4214,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-22T00:00:00,38.4,51.4214,,SURTIDOR CENTRAL,0045217,2026 - OT - 3875,,,,,0,,0,0,101815,Richart Medina,2026 - STK - 8772,26/27,,0,Traslado de personal para revisión eléctrica - Tr Deutz,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-06-20T00:00:00,6,COMBUSTIBLES,GASOIL,Litros,3874,,2026-06-20T00:00:00,4009,0.01,4009,0.01,40.09,Confirmado,NO,,RAFAEL HEISECKE,1.3391,0,53.6845,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-06-20T00:00:00,40.09,53.6845,,SURTIDOR CENTRAL,0045216,2026 - OT - 3874,,,,,0,,0,0,101814,Martinez Centurion Alexis,2026 - STK - 8771,26/27,,0,Logistica - Tr 14,,,,Insumo,0,0,,0,0,,0
A RECUPERAR RH,LA TERESA,PISTAS SILO BOLSA,CENTRO,Secadero,Tractor x Hs bomba lata,2026-06-19T00:00:00,6,,,Horas,3872,Gris Prismelia Portillo Gomez,2026-07-01T00:00:00,2200,0.01,2200,0.01,22,Confirmado,SI,2026-07-16T00:00:00,RAFAEL HEISECKE,21.4192,471.2224,0,Desarrollo del Sur SA,LA TERESA PISTAS SILO BOLSA 26/27,Servicio,Tractor x Hs bomba lata,CUIDADOS,2026-07-01T00:00:00,22,471.2224,,,,2026 - OT - 3872,,,,,0,,0,0,101812,,,26/27,,0,Desagüe patio silo bolsa OT OK,,,,Labor Tercero,0,0,,0,0,,0
